50.760000,-1.523000
48.540000,2.230000
46.270000,-1.510000
44.130000,2.200000
42.000000,-1.470000
40.000000,2.170000
38.000000,-1.460000
36.000000,2.160000
34.000000,-1.440000
32.000000,2.140000
30.000000,-1.420000
28.000000,2.130000
26.000000,-1.410000
24.000000,2.130000
22.000000,-1.410000
20.000000,2.120000
18.000000,-1.420000
16.000000,2.130000
14.000000,-1.400000
12.000000,2.130000
10.000000,-1.400000
8.000000,2.180000
6.000000,-1.400000
4.000000,2.190000
2.000000,-1.400000
0.000000,2.240000
-2.000000,-1.400000
-4.000000,2.260000
-6.130000,-1.430000
-8.270000,2.310000
-10.540000,-1.430000
-12.760000,2.330000
